user_id,days_since_last_trip,trips_last_30d,monetary_total,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preffered_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,days_since_last_session,has_session
R03994,9,2,351.79,4,4,3,4,38.64,13.63,1.11,0.45,0.68,0.23,0.23,0,4.064,3.0,3.0,40.33,3.0,0.33,120.99,684,0.67,21,0.0,1
R03995,12,2,635.23,3,4,5,4,33.5,17.15,1.25,0.46,0.46,0.38,0.23,0,4.177,8.0,8.0,119.75,2.12,0.0,253.87,658,0.67,26,0.0,1
R03996,4,5,462.41,5,5,5,5,35.61,13.14,1.15,0.79,0.54,0.14,0.25,0,4.046,9.0,9.0,43.22,3.44,0.56,148.68,230,0.83,26,0.0,1
R03997,5,4,431.62,4,5,4,4,32.91,15.77,1.16,0.41,0.45,0.27,0.09,0,4.159,4.0,4.0,65.5,3.75,0.25,245.62,608,0.8,22,0.0,1
R03998,32,0,407.98,1,1,4,2,31.85,17.17,1.1,0.4,0.2,0.15,0.1,0,4.26,7.0,7.0,30.14,2.29,0.0,69.02,225,0.0,20,0.0,1
R03999,8,1,413.13,4,2,4,3,35.04,14.1,1.12,0.36,0.44,0.24,0.12,0,4.156,7.0,7.0,138.57,1.57,0.0,217.55,449,0.5,24,0.0,1
R04000,12,2,608.21,3,4,5,4,35.0,18.09,1.23,0.25,0.42,0.29,0.25,0,4.233,3.0,3.0,12.0,2.67,0.0,32.04,331,0.67,23,0.0,1
R04001,3,2,342.38,5,4,2,4,27.89,16.04,1.13,0.28,0.39,0.28,0.17,0,3.844,4.0,4.0,34.5,3.5,0.0,120.75,437,0.67,18,0.0,1
R04002,25,1,390.61,2,2,3,2,36.18,18.14,1.17,0.29,0.24,0.47,0.29,0,4.229,4.0,4.0,52.0,3.25,0.0,169.0,463,0.5,15,0.0,1
R04003,18,2,395.34,2,4,3,3,36.0,14.63,1.12,0.65,0.26,0.26,0.26,0,4.122,4.0,4.0,59.5,3.0,0.5,178.5,147,0.67,21,0.0,1
R04004,8,2,403.68,4,4,4,4,33.67,16.07,1.14,0.38,0.38,0.24,0.24,0,4.124,2.0,2.0,45.0,3.0,0.0,135.0,111,0.67,19,0.0,1
R04005,9,2,435.79,4,4,4,4,32.92,14.99,1.09,0.19,0.46,0.23,0.15,0,4.108,5.0,5.0,135.0,2.8,0.0,378.0,665,0.67,23,0.0,1
R04006,4,4,709.63,5,5,5,5,26.94,16.81,1.19,0.31,0.5,0.25,0.31,0,4.15,4.0,4.0,34.0,3.25,0.0,110.5,375,0.8,31,0.0,1
R04007,25,1,407.88,2,2,4,3,32.5,14.2,1.15,0.25,0.21,0.42,0.25,0,4.129,4.0,4.0,22.75,3.25,0.25,73.94,427,0.5,21,0.0,1
R04008,17,1,224.98,2,2,1,2,22.92,14.53,1.11,0.38,0.31,0.15,0.23,0,4.323,3.0,3.0,97.67,2.33,0.67,227.57,394,0.5,13,0.0,1
R04009,32,0,460.87,1,1,5,2,31.69,14.51,1.06,0.21,0.38,0.21,0.21,0,4.214,4.0,4.0,130.25,3.25,0.0,423.31,134,0.0,29,0.0,1
R04010,15,2,289.37,3,4,1,3,34.59,14.77,1.12,0.35,0.12,0.41,0.12,0,4.394,3.0,3.0,153.0,2.33,0.0,356.49,288,0.67,17,0.0,1
R04011,66,0,241.82,1,1,1,1,38.45,17.86,1.17,0.18,0.45,0.27,0.45,0,4.218,11.0,11.0,197.18,2.36,0.0,465.34,469,0.0,11,0.0,1
R04012,1,1,320.14,5,2,2,3,27.61,14.26,1.17,0.72,0.22,0.39,0.22,0,4.128,4.0,4.0,44.0,2.0,0.5,88.0,302,0.5,18,0.0,1
R04013,11,2,428.68,3,4,4,4,30.86,16.31,1.11,0.23,0.23,0.18,0.27,0,3.941,4.0,4.0,152.5,3.0,0.25,457.5,586,0.67,21,0.0,1
R04014,11,1,279.87,3,2,1,2,31.0,15.33,1.12,0.4,0.27,0.27,0.2,0,3.987,4.0,4.0,36.75,2.75,0.0,101.06,455,0.5,15,0.0,1
R04015,1,4,509.65,5,5,5,5,30.07,15.17,1.09,0.62,0.24,0.55,0.31,0,4.221,3.0,3.0,50.33,2.0,0.0,100.66,375,0.8,28,0.0,1
R04016,6,1,447.7,4,2,4,3,30.91,15.34,1.18,0.64,0.14,0.18,0.27,0,4.364,5.0,5.0,232.4,2.6,0.6,604.24,544,0.5,22,0.0,1
R04017,9,3,524.25,4,5,5,5,35.0,14.93,1.12,0.38,0.35,0.23,0.08,0,4.35,6.0,6.0,131.33,3.0,0.17,393.99,523,0.75,24,0.0,1
R04018,6,3,468.44,4,5,5,5,34.2,17.92,1.2,0.15,0.5,0.2,0.15,0,4.255,7.0,7.0,48.57,1.86,0.0,90.34,594,0.75,19,0.0,1
R04019,6,2,590.66,4,4,5,4,31.68,16.12,1.21,0.25,0.32,0.21,0.14,0,4.389,5.0,5.0,55.0,2.6,0.0,143.0,455,0.67,27,0.0,1
R04020,8,2,469.35,4,4,5,4,33.52,16.53,1.24,0.29,0.67,0.38,0.19,0,4.395,4.0,4.0,161.0,2.5,0.25,402.5,183,0.67,19,0.0,1
R04022,6,1,435.78,4,2,4,3,42.5,18.78,1.18,0.33,0.44,0.56,0.22,0,4.389,3.0,3.0,112.67,3.0,0.67,338.01,204,0.5,18,0.0,1
R04023,24,1,321.19,2,2,2,2,25.76,15.75,1.1,0.35,0.59,0.24,0.12,0,4.071,0.0,0.0,0.0,0.0,0.0,0.0,66,0.5,17,999.0,0
R04024,77,0,299.31,1,1,2,1,27.5,14.07,1.12,0.17,0.39,0.33,0.17,0,4.122,4.0,4.0,57.75,3.0,0.0,173.25,267,0.0,17,0.0,1
R04025,2,1,442.86,5,2,4,4,28.24,16.65,1.16,0.38,0.29,0.33,0.19,0,4.21,8.0,8.0,11.12,2.75,0.25,30.58,484,0.5,20,0.0,1
R04026,21,1,374.04,2,2,3,2,24.71,15.6,1.09,0.48,0.19,0.33,0.14,0,3.971,5.0,5.0,428.8,1.4,0.2,600.32,587,0.5,21,0.0,1
R04027,10,3,540.78,3,5,5,4,37.29,16.36,1.12,0.32,0.25,0.29,0.14,0,4.039,7.0,7.0,112.57,1.71,0.0,192.49,273,0.75,28,0.0,1
R04028,11,2,274.22,3,4,1,3,27.25,15.12,1.08,0.38,0.38,0.31,0.19,0,4.25,7.0,7.0,32.29,3.0,0.14,96.87,179,0.67,16,0.0,1
R04029,14,1,304.42,3,2,2,2,33.19,15.26,1.15,0.38,0.31,0.31,0.12,0,3.95,2.0,2.0,82.0,3.5,0.0,287.0,492,0.5,16,0.0,1
R04030,9,3,373.85,4,5,3,4,31.55,15.28,1.06,0.41,0.27,0.5,0.23,0,4.236,4.0,4.0,42.25,2.5,0.0,105.62,305,0.75,22,0.0,1
R04033,7,2,481.93,4,4,5,4,32.79,18.08,1.25,0.16,0.53,0.37,0.21,0,4.121,3.0,3.0,45.67,4.33,0.0,197.75,201,0.67,19,0.0,1
R04035,8,3,510.13,4,5,5,5,33.25,17.74,1.24,0.2,0.2,0.5,0.15,0,4.145,5.0,5.0,61.4,3.6,0.2,221.04,634,0.75,20,0.0,1
R04036,4,4,539.07,5,5,5,5,26.65,16.86,1.23,0.39,0.09,0.13,0.22,0,4.33,6.0,6.0,81.33,2.83,0.0,230.16,172,0.8,23,0.0,1
R04037,5,3,350.56,4,5,3,4,27.21,15.39,1.16,0.32,0.58,0.21,0.37,0,4.0,7.0,7.0,280.43,2.86,0.14,802.03,331,0.75,18,0.0,1
R04038,39,0,341.81,1,1,2,1,30.37,14.16,1.18,0.58,0.32,0.26,0.21,0,4.258,4.0,4.0,58.25,2.75,0.0,160.19,326,0.0,19,0.0,1
R04039,12,3,292.93,3,5,2,3,31.79,12.99,1.13,0.42,0.21,0.26,0.16,0,4.058,3.0,3.0,16.33,3.0,0.0,48.99,380,0.75,19,0.0,1
R04040,2,4,371.71,5,5,3,4,31.09,15.1,1.05,0.64,0.45,0.23,0.18,0,4.15,4.0,4.0,86.0,1.75,0.75,150.5,672,0.8,21,0.0,1
R04041,3,2,400.26,5,4,4,4,29.41,14.67,1.16,0.32,0.64,0.36,0.27,0,4.041,5.0,5.0,308.4,2.4,0.2,740.16,620,0.67,22,0.0,1
R04042,60,0,429.06,1,1,4,2,28.86,15.76,1.13,0.32,0.55,0.23,0.14,0,4.314,3.0,3.0,70.67,3.0,0.0,212.01,212,0.0,21,0.0,1
R04043,14,3,446.28,3,5,4,4,25.42,14.7,1.12,0.25,0.46,0.54,0.17,0,4.175,8.0,8.0,71.38,2.88,0.12,205.57,686,0.75,24,0.0,1
R04044,4,2,388.12,5,4,3,4,32.94,16.7,1.18,0.39,0.22,0.17,0.39,0,3.883,2.0,2.0,34.5,3.0,0.0,103.5,323,0.67,18,0.0,1
R04045,4,3,488.29,5,5,5,5,32.27,13.59,1.1,0.27,0.37,0.2,0.17,0,4.15,5.0,5.0,36.2,3.0,0.4,108.6,424,0.75,29,0.0,1
R04046,44,0,267.24,1,1,1,1,33.67,13.14,1.04,0.5,0.22,0.28,0.22,0,4.344,4.0,4.0,26.0,3.25,0.25,84.5,607,0.0,18,0.0,1
R04048,4,3,428.33,5,5,4,5,35.32,17.43,1.17,0.26,0.53,0.21,0.16,0,4.147,4.0,4.0,26.5,3.0,0.0,79.5,223,0.75,19,0.0,1
R04049,26,1,322.63,2,2,2,2,28.47,15.28,1.16,0.24,0.29,0.29,0.12,0,4.094,8.0,8.0,237.88,2.0,0.0,475.76,473,0.5,17,0.0,1
R04050,25,2,420.55,2,4,4,3,34.0,21.06,1.24,0.29,0.21,0.43,0.36,0,4.014,9.0,9.0,48.78,2.78,0.0,135.61,230,0.67,14,0.0,1
R04051,21,2,255.73,2,4,1,2,34.07,14.16,1.15,0.33,0.53,0.27,0.13,0,4.093,8.0,8.0,55.0,2.88,0.0,158.4,596,0.67,15,0.0,1
R04052,16,3,322.49,3,5,2,3,29.82,13.85,1.03,0.32,0.41,0.36,0.14,0,4.473,3.0,3.0,193.67,4.0,0.0,774.68,444,0.75,22,0.0,1
R04053,15,2,707.02,3,4,5,4,29.52,17.11,1.18,0.68,0.26,0.42,0.19,0,4.042,5.0,5.0,76.8,2.2,0.4,168.96,430,0.67,30,0.0,1
R04054,0,2,353.68,5,4,3,4,24.89,14.09,1.12,0.47,0.26,0.26,0.16,0,4.284,7.0,7.0,85.43,2.29,0.14,195.63,256,0.67,19,0.0,1
R04055,33,0,281.19,1,1,1,1,34.14,16.23,1.16,0.21,0.14,0.21,0.21,0,4.107,3.0,3.0,21.33,2.0,0.0,42.66,184,0.0,14,0.0,1
R04056,2,3,272.82,5,5,1,4,34.41,14.05,1.09,0.24,0.24,0.18,0.12,0,4.106,6.0,6.0,65.5,2.67,0.17,174.88,569,0.75,17,0.0,1
R04057,39,0,412.23,1,1,4,2,31.74,14.58,1.14,0.39,0.22,0.39,0.17,0,3.996,4.0,4.0,53.0,4.0,0.25,212.0,387,0.0,22,0.0,1
R04058,21,2,168.88,2,4,1,2,28.55,13.81,1.04,0.27,0.27,0.18,0.09,0,4.364,5.0,5.0,39.2,2.2,0.2,86.24,413,0.67,9,0.0,1
R04059,58,0,454.87,1,1,4,2,40.05,16.33,1.14,0.25,0.35,0.2,0.1,0,4.325,4.0,4.0,33.0,5.0,0.0,165.0,169,0.0,19,0.0,1
R04060,13,1,216.24,3,2,1,2,24.67,15.13,1.13,0.25,0.17,0.17,0.25,0,4.325,4.0,4.0,21.75,3.75,0.0,81.56,374,0.5,12,0.0,1
R04061,20,1,418.17,2,2,4,3,31.59,16.54,1.11,0.27,0.5,0.27,0.14,0,4.282,1.0,1.0,33.0,3.0,1.0,99.0,495,0.5,22,0.0,1
R04063,21,1,337.95,2,2,2,2,34.7,14.99,1.07,0.35,0.25,0.2,0.1,0,4.285,5.0,5.0,69.0,2.6,0.0,179.4,162,0.5,19,0.0,1
R04064,9,3,500.31,4,5,5,5,33.58,18.45,1.31,0.32,0.16,0.16,0.47,0,4.195,2.0,2.0,23.5,1.0,0.0,23.5,105,0.75,18,0.0,1
R04065,4,2,292.1,5,4,1,3,31.0,13.98,1.09,0.39,0.17,0.28,0.17,0,4.267,6.0,6.0,87.17,2.83,0.0,246.69,109,0.67,18,0.0,1
R04066,6,3,425.68,4,5,4,4,31.25,13.3,1.1,0.21,0.46,0.25,0.21,0,4.043,3.0,3.0,168.33,4.33,0.0,728.87,477,0.75,27,0.0,1
R04067,6,2,358.49,4,4,3,4,31.55,15.46,1.12,0.2,0.25,0.2,0.25,0,4.415,5.0,5.0,170.4,2.0,0.0,340.8,535,0.67,20,0.0,1
R04068,12,1,483.98,3,2,5,3,26.16,16.9,1.27,0.26,0.68,0.16,0.16,0,4.279,3.0,3.0,656.67,2.33,0.0,1530.04,628,0.5,19,0.0,1
R04069,0,3,407.0,5,5,4,5,27.32,14.95,1.15,0.41,0.5,0.27,0.23,0,4.05,4.0,4.0,199.25,4.0,0.0,797.0,326,0.75,21,0.0,1
R04070,25,1,249.08,2,2,1,2,31.21,15.66,1.06,0.36,0.21,0.21,0.14,0,4.343,2.0,2.0,31.0,4.0,0.0,124.0,642,0.5,14,0.0,1
R04071,0,3,567.95,5,5,5,5,35.56,16.75,1.13,0.33,0.37,0.3,0.11,0,3.952,10.0,10.0,39.3,3.1,0.1,121.83,82,0.75,27,0.0,1
R04072,34,0,252.55,1,1,1,1,38.76,13.42,1.08,0.29,0.29,0.35,0.29,0,4.024,1.0,1.0,243.0,2.0,0.0,486.0,426,0.0,17,0.0,1
R04073,35,0,264.09,1,1,1,1,33.22,12.58,1.12,0.17,0.44,0.17,0.17,0,4.283,3.0,3.0,25.33,2.0,0.0,50.66,730,0.0,17,0.0,1
R04074,20,1,262.91,2,2,1,2,32.78,13.39,1.07,0.28,0.67,0.28,0.06,0,4.222,4.0,4.0,135.0,3.0,0.25,405.0,525,0.5,18,0.0,1
R04075,11,5,274.08,3,5,1,3,33.56,14.45,1.14,0.25,0.38,0.38,0.19,0,4.119,6.0,6.0,29.0,3.0,0.17,87.0,501,0.83,16,0.0,1
R04076,3,1,340.13,5,2,2,3,33.75,14.82,1.08,0.25,0.4,0.45,0.15,0,4.01,4.0,4.0,20.75,2.75,0.0,57.06,180,0.5,17,0.0,1
R04077,21,1,218.67,2,2,1,2,30.64,13.8,1.09,0.36,0.14,0.36,0.07,0,3.957,8.0,8.0,345.62,2.38,0.12,822.58,654,0.5,14,0.0,1
R04079,5,3,376.0,4,5,3,4,30.65,17.32,1.21,0.24,0.53,0.59,0.35,0,4.124,7.0,7.0,23.0,2.86,0.0,65.78,563,0.75,16,0.0,1
R04080,4,2,420.74,5,4,4,4,33.79,20.97,1.24,0.14,0.21,0.21,0.21,0,4.179,5.0,5.0,110.6,2.4,0.0,265.44,528,0.67,14,0.0,1
R04082,1,3,490.0,5,5,5,5,30.12,15.66,1.16,0.52,0.32,0.36,0.28,0,4.244,5.0,5.0,41.6,2.6,0.2,108.16,181,0.75,25,0.0,1
R04083,15,2,371.05,3,4,3,3,36.65,15.06,1.16,0.25,0.3,0.3,0.25,0,4.115,4.0,4.0,18.25,2.5,0.0,45.62,647,0.67,20,0.0,1
R04085,34,0,435.09,1,1,4,2,31.61,14.94,1.14,0.39,0.17,0.26,0.26,0,4.296,7.0,7.0,58.43,2.86,0.14,167.11,69,0.0,23,0.0,1
R04086,13,1,330.68,3,2,2,2,37.42,14.3,1.15,0.16,0.53,0.16,0.26,0,4.216,8.0,8.0,138.62,1.88,0.12,260.61,155,0.5,18,0.0,1
R04087,123,0,307.01,1,1,2,1,30.83,15.43,1.07,0.44,0.39,0.39,0.11,0,4.317,3.0,3.0,149.67,1.67,0.0,249.95,129,0.0,18,0.0,1
R04088,13,2,400.81,3,4,4,4,27.85,17.06,1.1,0.35,0.35,0.15,0.1,0,3.95,5.0,5.0,25.0,4.2,0.0,105.0,524,0.67,18,0.0,1
R04089,0,2,335.42,5,4,2,4,32.73,17.88,1.17,0.2,0.07,0.33,0.13,0,4.32,5.0,5.0,72.0,2.8,0.2,201.6,156,0.67,15,0.0,1
R04090,2,1,283.6,5,2,1,3,31.17,18.21,1.19,0.67,0.25,0.33,0.42,0,4.392,5.0,5.0,34.4,3.6,0.8,123.84,154,0.5,12,0.0,1
R04091,20,1,424.31,2,2,4,3,37.22,15.73,1.11,0.17,0.3,0.3,0.13,0,4.243,3.0,3.0,89.0,4.0,0.33,356.0,284,0.5,23,0.0,1
R04092,78,0,333.68,1,1,2,1,28.53,15.48,1.16,0.47,0.12,0.29,0.29,0,4.071,3.0,3.0,7.67,3.33,0.33,25.54,603,0.0,17,0.0,1
R04093,10,2,414.2,3,4,4,4,28.58,14.07,1.07,0.58,0.35,0.35,0.08,0,4.288,3.0,3.0,242.67,2.67,0.0,647.93,320,0.67,26,0.0,1
R04094,5,2,316.54,4,4,2,3,35.47,16.37,1.09,0.35,0.18,0.24,0.18,0,4.2,2.0,2.0,38.0,2.5,0.0,95.0,425,0.67,17,0.0,1
R04095,6,2,406.84,4,4,4,4,30.5,15.59,1.24,0.2,0.15,0.35,0.25,0,4.045,7.0,7.0,59.86,2.43,0.0,145.46,588,0.67,20,0.0,1
R04096,15,3,407.53,3,5,4,4,29.86,15.95,1.12,0.32,0.23,0.64,0.23,0,4.209,8.0,8.0,109.5,2.75,0.25,301.12,189,0.75,21,0.0,1
R04097,12,1,302.36,3,2,2,2,35.0,13.42,1.1,0.32,0.42,0.21,0.21,0,4.053,6.0,6.0,149.17,3.17,0.17,472.87,389,0.5,18,0.0,1
R04098,1,1,418.26,5,2,4,4,33.89,16.47,1.25,0.61,0.56,0.17,0.22,0,4.344,1.0,1.0,3.0,5.0,0.0,15.0,612,0.5,18,0.0,1
R04099,20,2,345.24,2,4,2,3,34.73,13.4,1.1,0.41,0.5,0.36,0.14,0,3.964,5.0,5.0,66.0,3.4,0.2,224.4,170,0.67,22,0.0,1
R04100,11,2,331.06,3,4,2,3,34.95,14.62,1.08,0.3,0.25,0.15,0.1,0,4.215,5.0,5.0,68.4,2.8,0.0,191.52,434,0.67,19,0.0,1
R04102,53,0,328.91,1,1,2,1,27.63,14.59,1.13,0.26,0.42,0.26,0.32,0,4.179,6.0,6.0,41.5,2.5,0.0,103.75,494,0.0,18,0.0,1
R04103,3,1,423.82,5,2,4,4,27.42,15.5,1.06,0.46,0.38,0.17,0.17,0,4.329,2.0,2.0,51.0,3.0,0.0,153.0,371,0.5,24,0.0,1
R04104,14,2,351.62,3,4,3,3,34.06,18.32,1.14,0.25,0.19,0.25,0.12,0,4.019,5.0,5.0,40.8,2.4,0.0,97.92,168,0.67,16,0.0,1
R04105,2,3,371.05,5,5,3,4,31.95,14.24,1.23,0.21,0.42,0.26,0.32,0,4.216,3.0,3.0,64.0,2.67,0.33,170.88,140,0.75,19,0.0,1
R04106,57,0,380.72,1,1,3,2,23.83,16.08,1.24,0.33,0.44,0.33,0.33,1,3.978,2.0,2.0,41.0,2.0,0.5,82.0,321,0.0,16,0.0,1
R04107,13,1,266.35,3,2,1,2,34.6,15.87,1.1,0.07,0.2,0.13,0.07,0,4.44,3.0,3.0,93.0,3.67,0.0,341.31,498,0.5,15,0.0,1
R04108,1,1,357.63,5,2,3,3,35.65,15.74,1.08,0.35,0.15,0.3,0.05,0,3.94,6.0,6.0,192.67,3.0,0.17,578.01,139,0.5,19,0.0,1
R04109,3,2,646.76,5,4,5,5,34.53,14.57,1.1,0.69,0.19,0.33,0.11,0,4.033,5.0,5.0,49.8,3.8,0.4,189.24,252,0.67,35,0.0,1
R04110,67,0,422.71,1,1,4,2,31.04,15.66,1.09,0.35,0.22,0.26,0.26,0,4.1,3.0,3.0,21.33,3.67,0.0,78.28,730,0.0,21,0.0,1
R04111,92,0,208.36,1,1,1,1,35.67,14.76,1.11,0.33,0.17,0.17,0.25,0,3.983,5.0,5.0,76.6,3.6,0.0,275.76,177,0.0,12,0.0,1
R04112,0,3,590.06,5,5,5,5,31.0,17.86,1.2,0.16,0.32,0.2,0.36,0,4.196,8.0,8.0,142.25,3.62,0.12,514.95,603,0.75,25,0.0,1
R04113,1,6,482.36,5,5,5,5,33.58,14.98,1.13,0.31,0.27,0.19,0.12,0,4.208,5.0,5.0,184.4,2.2,0.2,405.68,141,0.86,25,0.0,1
R04114,6,2,450.79,4,4,4,4,35.26,14.89,1.21,0.3,0.3,0.26,0.35,0,4.265,6.0,6.0,146.67,1.83,0.0,268.41,331,0.67,21,0.0,1
R04115,5,1,301.54,4,2,2,3,28.19,15.61,1.14,0.31,0.5,0.38,0.25,0,4.206,3.0,3.0,39.0,1.67,0.0,65.13,542,0.5,16,0.0,1
R04116,13,2,277.17,3,4,1,3,29.94,14.26,1.12,0.24,0.41,0.24,0.18,0,4.347,6.0,6.0,18.33,2.67,0.17,48.94,430,0.67,17,0.0,1
R04117,4,3,259.73,5,5,1,4,37.25,14.08,1.08,0.31,0.44,0.31,0.25,0,4.069,3.0,3.0,65.0,3.67,0.0,238.55,266,0.75,16,0.0,1
R04118,27,1,482.68,2,2,5,3,36.26,14.98,1.13,0.33,0.11,0.26,0.15,0,4.385,5.0,5.0,19.2,2.8,0.0,53.76,338,0.5,26,0.0,1
R04119,30,0,305.11,1,1,2,1,28.53,14.11,1.17,0.53,0.47,0.29,0.29,0,4.059,5.0,5.0,14.2,2.4,0.2,34.08,574,0.0,16,0.0,1
R04120,1,6,582.18,5,5,5,5,28.47,15.14,1.11,0.34,0.22,0.31,0.16,0,4.103,10.0,10.0,79.4,3.3,0.1,262.02,174,0.86,32,0.0,1
R04121,11,3,544.45,3,5,5,4,37.35,16.84,1.13,0.23,0.38,0.46,0.23,0,4.027,5.0,5.0,91.4,1.2,0.0,109.68,249,0.75,25,0.0,1
R04123,12,2,363.83,3,4,3,3,27.09,14.69,1.1,0.09,0.45,0.27,0.18,0,4.059,6.0,6.0,38.33,4.0,0.33,153.32,197,0.67,21,0.0,1
R04124,29,1,352.01,2,2,3,2,32.14,14.46,1.07,0.18,0.36,0.27,0.23,0,4.309,9.0,9.0,31.56,2.78,0.22,87.74,274,0.5,21,0.0,1
R04125,2,3,478.91,5,5,5,5,33.78,16.52,1.16,0.39,0.48,0.26,0.3,0,4.361,8.0,8.0,60.38,3.75,0.25,226.42,425,0.75,22,0.0,1
R04126,15,1,535.62,3,2,5,3,29.12,15.56,1.23,0.28,0.4,0.36,0.32,0,4.392,7.0,7.0,39.71,3.29,0.14,130.65,500,0.5,25,0.0,1
R04127,13,3,664.23,3,5,5,4,30.96,18.78,1.24,0.19,0.19,0.15,0.37,0,4.104,3.0,3.0,135.33,2.67,0.0,361.33,710,0.75,27,0.0,1
R04128,15,2,604.67,3,4,5,4,32.77,15.5,1.16,0.67,0.17,0.57,0.37,0,4.217,6.0,6.0,148.33,2.33,0.33,345.61,250,0.67,29,0.0,1
R04129,3,1,357.07,5,2,3,3,31.67,14.55,1.12,0.19,0.52,0.24,0.24,0,4.186,5.0,5.0,75.4,4.0,0.0,301.6,646,0.5,20,0.0,1
R04130,36,0,410.4,1,1,4,2,31.55,16.04,1.1,0.27,0.14,0.41,0.05,0,4.355,7.0,7.0,42.86,3.57,0.43,153.01,690,0.0,22,0.0,1
R04131,3,3,598.44,5,5,5,5,32.61,14.78,1.16,0.33,0.3,0.3,0.27,0,4.288,0.0,0.0,0.0,0.0,0.0,0.0,666,0.75,32,999.0,0
R04132,15,3,406.61,3,5,4,4,36.27,15.07,1.15,0.41,0.5,0.36,0.09,0,4.136,9.0,9.0,179.67,2.67,0.0,479.72,686,0.75,21,0.0,1
R04133,5,1,307.03,4,2,2,3,37.0,16.57,1.26,0.21,0.21,0.21,0.36,0,4.043,5.0,5.0,40.2,2.0,0.0,80.4,208,0.5,14,0.0,1
R04134,10,1,177.12,3,2,1,2,30.0,16.1,1.04,0.2,0.4,0.1,0.2,0,4.3,5.0,5.0,18.6,3.6,0.2,66.96,522,0.5,10,0.0,1
R04135,12,1,441.93,3,2,4,3,28.84,17.96,1.19,0.47,0.53,0.05,0.26,0,4.326,3.0,3.0,16.67,3.67,0.33,61.18,562,0.5,19,0.0,1
R04136,12,1,469.02,3,2,5,3,38.59,16.77,1.17,0.18,0.18,0.32,0.18,0,4.182,4.0,4.0,31.0,2.5,0.0,77.5,190,0.5,20,0.0,1
R04137,11,2,343.48,3,4,2,3,30.35,16.19,1.12,0.76,0.06,0.41,0.24,0,4.3,4.0,4.0,168.25,4.0,0.0,673.0,292,0.67,16,0.0,1
R04138,25,1,299.19,2,2,2,2,34.28,14.28,1.13,0.11,0.33,0.17,0.28,0,4.35,4.0,4.0,35.0,2.5,0.0,87.5,367,0.5,17,0.0,1
R04139,19,2,188.23,2,4,1,2,34.29,12.09,1.08,0.14,0.21,0.21,0.14,0,4.264,7.0,7.0,80.57,2.57,0.0,207.06,635,0.67,14,0.0,1
R04140,15,1,365.45,3,2,3,3,30.13,16.83,1.26,0.33,0.27,0.27,0.2,0,4.173,4.0,4.0,67.75,3.5,0.25,237.12,574,0.5,15,0.0,1
R04141,1,1,210.4,5,2,1,3,36.36,15.63,1.13,0.36,0.36,0.18,0.18,0,4.245,6.0,6.0,118.5,1.5,0.0,177.75,523,0.5,11,0.0,1
R04143,35,0,330.75,1,1,2,1,33.95,14.87,1.13,0.26,0.21,0.16,0.37,0,3.942,9.0,9.0,24.56,3.78,0.0,92.84,183,0.0,19,0.0,1
R04144,5,4,302.34,4,5,2,4,31.82,15.66,1.1,0.18,0.53,0.18,0.18,0,4.447,7.0,7.0,46.0,2.29,0.14,105.34,100,0.8,17,0.0,1
R04146,6,1,182.26,4,2,1,2,23.82,14.24,1.12,0.09,0.18,0.18,0.09,0,3.836,9.0,9.0,216.89,2.33,0.0,505.35,64,0.5,11,0.0,1
R04147,33,0,403.22,1,1,4,2,36.57,15.71,1.09,0.26,0.17,0.39,0.17,0,4.278,6.0,6.0,42.83,2.5,0.0,107.07,111,0.0,23,0.0,1
R04148,4,3,476.16,5,5,5,5,34.88,16.13,1.14,0.36,0.44,0.2,0.16,0,3.972,6.0,6.0,58.83,3.67,0.0,215.91,202,0.75,24,0.0,1
R04149,22,2,352.64,2,4,3,3,31.0,16.35,1.22,0.38,0.38,0.25,0.38,0,3.956,3.0,3.0,36.0,4.0,0.0,144.0,74,0.67,16,0.0,1
R04151,9,4,403.27,4,5,4,4,30.91,14.67,1.1,0.35,0.22,0.26,0.09,0,4.083,9.0,9.0,72.33,2.67,0.11,193.12,698,0.8,23,0.0,1
R04152,38,0,515.3,1,1,5,2,26.88,15.24,1.25,0.36,0.56,0.36,0.2,0,3.648,7.0,7.0,308.0,3.0,0.0,924.0,534,0.0,25,0.0,1
R04153,15,2,348.01,3,4,3,3,30.22,15.49,1.18,0.0,0.28,0.17,0.22,0,3.978,2.0,2.0,22.0,2.5,0.5,55.0,310,0.67,18,0.0,1
R04154,14,3,503.53,3,5,5,4,32.96,17.38,1.1,0.32,0.2,0.2,0.32,0,4.092,3.0,3.0,639.0,2.33,0.0,1488.87,573,0.75,25,0.0,1
R04155,17,1,491.0,2,2,5,3,29.96,16.2,1.17,0.38,0.21,0.21,0.29,0,4.425,3.0,3.0,127.0,2.67,0.0,339.09,640,0.5,24,0.0,1
R04156,7,2,484.74,4,4,5,4,32.24,14.57,1.07,0.24,0.31,0.45,0.14,0,4.11,7.0,7.0,257.86,3.29,0.14,848.36,80,0.67,29,0.0,1
